metric_month,marketing_year,geography,factor_key,factor_name,factor_group,value,unit,method,source_name,source_url,monthly_source_status
2022-09-01,2022/23,India,acreage_sown_area,Acreage (sown area),area,10.7,million_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2022-09-01,2021/22,Global,brazil_safrinha_harvest_calendar,Brazil safrinha harvest calendar,calendar,44.0,index,recurring_monthly_harvest_calendar,Curated Brazil safrinha harvest calendar,https://www.fao.org/,curated
2022-09-01,2022/23,India,buffer_stock,Buffer stock,stock,2.514545,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2022-09-01,2022/23,India,domestic_production,Domestic production,production,5.334,million_tonnes,annual_production_to_monthly_harvest_release_proxy,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2022-09-01,2021/22,Global,global_exporter_harvest_calendar,Global exporter harvest calendar,calendar,100.0,index,recurring_monthly_harvest_calendar,Curated global maize exporter harvest calendar,https://www.fao.org/,curated
2022-09-01,2022/23,India,imports,Imports,trade,0.0,million_tonnes,annual_imports_to_monthly_uniform_proxy,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2022-09-01,2021/22,Argentina,major_producer_crop_conditions,Major producer crop conditions,crop_condition,55.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-09-01,2021/22,Brazil,major_producer_crop_conditions,Major producer crop conditions,crop_condition,60.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-09-01,2021/22,Ukraine,major_producer_crop_conditions,Major producer crop conditions,crop_condition,64.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-09-01,2021/22,United States,major_producer_crop_conditions,Major producer crop conditions,crop_condition,60.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-09-01,2022/23,India,opening_stock,Opening stocks,stock,2.514545,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2022-09-01,2022/23,India,total_availability,Total availability,derived,7.848545,million_tonnes,opening_stock_plus_domestic_production_plus_imports,Derived inside Maize supply store,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,derived
2022-09-01,2022/23,Argentina,usda_global_production,USDA global production by country,global_production,51.6,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-09-01,2022/23,Brazil,usda_global_production,USDA global production by country,global_production,119.0,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-09-01,2022/23,Ukraine,usda_global_production,USDA global production by country,global_production,32.5,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-09-01,2022/23,United States,usda_global_production,USDA global production by country,global_production,389.67,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-09-01,2022/23,India,yield_per_hectare,Yield per hectare,yield,3545.0,kg_per_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2022-10-01,2022/23,India,acreage_sown_area,Acreage (sown area),area,10.7,million_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2022-10-01,2022/23,Global,brazil_safrinha_harvest_calendar,Brazil safrinha harvest calendar,calendar,18.0,index,recurring_monthly_harvest_calendar,Curated Brazil safrinha harvest calendar,https://www.fao.org/,curated
2022-10-01,2022/23,India,buffer_stock,Buffer stock,stock,2.538455,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2022-10-01,2022/23,India,domestic_production,Domestic production,production,6.858,million_tonnes,annual_production_to_monthly_harvest_release_proxy,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2022-10-01,2022/23,Global,global_exporter_harvest_calendar,Global exporter harvest calendar,calendar,94.0,index,recurring_monthly_harvest_calendar,Curated global maize exporter harvest calendar,https://www.fao.org/,curated
2022-10-01,2022/23,India,imports,Imports,trade,0.0,million_tonnes,annual_imports_to_monthly_uniform_proxy,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2022-10-01,2022/23,Argentina,major_producer_crop_conditions,Major producer crop conditions,crop_condition,61.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-10-01,2022/23,Brazil,major_producer_crop_conditions,Major producer crop conditions,crop_condition,65.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-10-01,2022/23,Ukraine,major_producer_crop_conditions,Major producer crop conditions,crop_condition,53.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-10-01,2022/23,United States,major_producer_crop_conditions,Major producer crop conditions,crop_condition,48.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-10-01,2022/23,India,opening_stock,Opening stocks,stock,2.538455,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2022-10-01,2022/23,India,total_availability,Total availability,derived,9.396455,million_tonnes,opening_stock_plus_domestic_production_plus_imports,Derived inside Maize supply store,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,derived
2022-10-01,2022/23,Argentina,usda_global_production,USDA global production by country,global_production,51.6,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-10-01,2022/23,Brazil,usda_global_production,USDA global production by country,global_production,119.0,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-10-01,2022/23,Ukraine,usda_global_production,USDA global production by country,global_production,32.5,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-10-01,2022/23,United States,usda_global_production,USDA global production by country,global_production,389.67,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-10-01,2022/23,India,yield_per_hectare,Yield per hectare,yield,3545.0,kg_per_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2022-11-01,2022/23,India,acreage_sown_area,Acreage (sown area),area,10.7,million_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2022-11-01,2022/23,Global,brazil_safrinha_harvest_calendar,Brazil safrinha harvest calendar,calendar,8.0,index,recurring_monthly_harvest_calendar,Curated Brazil safrinha harvest calendar,https://www.fao.org/,curated
2022-11-01,2022/23,India,buffer_stock,Buffer stock,stock,2.562364,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2022-11-01,2022/23,India,domestic_production,Domestic production,production,6.096,million_tonnes,annual_production_to_monthly_harvest_release_proxy,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2022-11-01,2022/23,Global,global_exporter_harvest_calendar,Global exporter harvest calendar,calendar,76.0,index,recurring_monthly_harvest_calendar,Curated global maize exporter harvest calendar,https://www.fao.org/,curated
2022-11-01,2022/23,India,imports,Imports,trade,0.0,million_tonnes,annual_imports_to_monthly_uniform_proxy,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2022-11-01,2022/23,Argentina,major_producer_crop_conditions,Major producer crop conditions,crop_condition,66.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-11-01,2022/23,Brazil,major_producer_crop_conditions,Major producer crop conditions,crop_condition,69.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-11-01,2022/23,Ukraine,major_producer_crop_conditions,Major producer crop conditions,crop_condition,45.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-11-01,2022/23,United States,major_producer_crop_conditions,Major producer crop conditions,crop_condition,40.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-11-01,2022/23,India,opening_stock,Opening stocks,stock,2.562364,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2022-11-01,2022/23,India,total_availability,Total availability,derived,8.658364,million_tonnes,opening_stock_plus_domestic_production_plus_imports,Derived inside Maize supply store,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,derived
2022-11-01,2022/23,Argentina,usda_global_production,USDA global production by country,global_production,51.6,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-11-01,2022/23,Brazil,usda_global_production,USDA global production by country,global_production,119.0,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-11-01,2022/23,Ukraine,usda_global_production,USDA global production by country,global_production,32.5,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-11-01,2022/23,United States,usda_global_production,USDA global production by country,global_production,389.67,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-11-01,2022/23,India,yield_per_hectare,Yield per hectare,yield,3545.0,kg_per_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2022-12-01,2022/23,India,acreage_sown_area,Acreage (sown area),area,10.7,million_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2022-12-01,2022/23,Global,brazil_safrinha_harvest_calendar,Brazil safrinha harvest calendar,calendar,5.0,index,recurring_monthly_harvest_calendar,Curated Brazil safrinha harvest calendar,https://www.fao.org/,curated
2022-12-01,2022/23,India,buffer_stock,Buffer stock,stock,2.586273,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2022-12-01,2022/23,India,domestic_production,Domestic production,production,3.429,million_tonnes,annual_production_to_monthly_harvest_release_proxy,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2022-12-01,2022/23,Global,global_exporter_harvest_calendar,Global exporter harvest calendar,calendar,58.0,index,recurring_monthly_harvest_calendar,Curated global maize exporter harvest calendar,https://www.fao.org/,curated
2022-12-01,2022/23,India,imports,Imports,trade,0.0,million_tonnes,annual_imports_to_monthly_uniform_proxy,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2022-12-01,2022/23,Argentina,major_producer_crop_conditions,Major producer crop conditions,crop_condition,68.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-12-01,2022/23,Brazil,major_producer_crop_conditions,Major producer crop conditions,crop_condition,71.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
